iteration,id,sample_path,gt_path,width,height,mse,psnr,ssim,mae,lpips
250,0,output_fludyn/samples/1758807665163__000000250_0.jpg,kontext_run_small_new/test_results/test_000.png,1280,1024,0.006881394889205694,21.623233795166016,0.9519975185394287,0.01422712579369545,0.02990170195698738
250,1,output_fludyn/samples/1758807700015__000000250_1.jpg,kontext_run_small_new/test_results/test_001.png,1280,1024,0.0034396483097225428,24.634859085083008,0.9751884341239929,0.015852805227041245,0.02476184256374836
250,2,output_fludyn/samples/1758807734872__000000250_2.jpg,kontext_run_small_new/test_results/test_002.png,1280,1024,0.006573045626282692,21.82233238220215,0.9678675532341003,0.018833663314580917,0.03619661182165146
250,3,output_fludyn/samples/1758807769733__000000250_3.jpg,kontext_run_small_new/test_results/test_003.png,1280,1024,0.002008476760238409,26.971330642700195,0.977164089679718,0.015511483885347843,0.019983630627393723
250,4,output_fludyn/samples/1758807804671__000000250_4.jpg,kontext_run_small_new/test_results/test_004.png,1280,1024,0.0013391844695433974,28.73159408569336,0.9799016714096069,0.010480016469955444,0.019517503678798676
250,5,output_fludyn/samples/1758807839512__000000250_5.jpg,kontext_run_small_new/test_results/test_005.png,1280,1024,0.0022131497971713543,26.549890518188477,0.9424669146537781,0.009984329342842102,0.03238433599472046
250,6,output_fludyn/samples/1758807874357__000000250_6.jpg,kontext_run_small_new/test_results/test_006.png,1280,1024,0.007065999787300825,21.508262634277344,0.9535921812057495,0.018670909106731415,0.04082740470767021
250,7,output_fludyn/samples/1758807909224__000000250_7.jpg,kontext_run_small_new/test_results/test_007.png,1280,1024,0.0019436429720371962,27.113834381103516,0.9830945134162903,0.014553102664649487,0.018539490178227425
250,8,output_fludyn/samples/1758807944103__000000250_8.jpg,kontext_run_small_new/test_results/test_008.png,1280,1024,0.009731533005833626,20.118186950683594,0.9711107611656189,0.08870375901460648,0.02360023930668831
250,9,output_fludyn/samples/1758807978972__000000250_9.jpg,kontext_run_small_new/test_results/test_009.png,1280,1024,0.0025118051562458277,26.000139236450195,0.9779755473136902,0.017146984115242958,0.020514599978923798
250,10,output_fludyn/samples/1758808013862__000000250_10.jpg,kontext_run_small_new/test_results/test_010.png,1280,1024,0.006354783661663532,21.968992233276367,0.9707322716712952,0.020572619512677193,0.035069942474365234
250,11,output_fludyn/samples/1758808048763__000000250_11.jpg,kontext_run_small_new/test_results/test_011.png,1280,1024,0.006619664840400219,21.79163932800293,0.9315003752708435,0.01934446208178997,0.058405403047800064
250,12,output_fludyn/samples/1758808083643__000000250_12.jpg,kontext_run_small_new/test_results/test_012.png,1280,1024,0.003077285597100854,25.11832046508789,0.9763976335525513,0.0134699996560812,0.02100745402276516
250,13,output_fludyn/samples/1758808118521__000000250_13.jpg,kontext_run_small_new/test_results/test_013.png,1280,1024,0.001616231631487608,27.914962768554688,0.9779456257820129,0.010826351121068,0.01617290824651718
250,14,output_fludyn/samples/1758808153405__000000250_14.jpg,kontext_run_small_new/test_results/test_014.png,1280,1024,0.0016337211709469557,27.86821937561035,0.9834004044532776,0.009676733985543251,0.013016412034630775
250,15,output_fludyn/samples/1758808188269__000000250_15.jpg,kontext_run_small_new/test_results/test_015.png,1280,1024,0.001575340866111219,28.026254653930664,0.9819109439849854,0.016941966488957405,0.014522571116685867
250,16,output_fludyn/samples/1758808223130__000000250_16.jpg,kontext_run_small_new/test_results/test_016.png,1280,1024,0.0026881732046604156,25.705425262451172,0.9783592224121094,0.01946066878736019,0.019628699868917465
250,17,output_fludyn/samples/1758808257984__000000250_17.jpg,kontext_run_small_new/test_results/test_017.png,1280,1024,0.0011865791166201234,29.25703239440918,0.9641720056533813,0.007259700912982225,0.014530438929796219
250,18,output_fludyn/samples/1758808292841__000000250_18.jpg,kontext_run_small_new/test_results/test_018.png,1280,1024,0.003040275303646922,25.170869827270508,0.9294939637184143,0.013987209647893906,0.04175744205713272
250,19,output_fludyn/samples/1758808327723__000000250_19.jpg,kontext_run_small_new/test_results/test_019.png,1280,1024,0.0049366760067641735,23.065650939941406,0.973304808139801,0.014865736477077007,0.033340319991111755
