iteration,id,sample_path,gt_path,width,height,mse,psnr,ssim,mae,lpips
1500,0,output_fludyn/samples/1758814710350__000001500_0.jpg,kontext_run_small_new/test_results/test_000.png,1280,1024,0.0015762299299240112,28.023801803588867,0.9575390219688416,0.006758387666195631,0.01668204739689827
1500,1,output_fludyn/samples/1758814745204__000001500_1.jpg,kontext_run_small_new/test_results/test_001.png,1280,1024,0.0034069037064909935,24.676401138305664,0.9781033992767334,0.016998667269945145,0.01894344761967659
1500,2,output_fludyn/samples/1758814780078__000001500_2.jpg,kontext_run_small_new/test_results/test_002.png,1280,1024,0.0045044030994176865,23.463626861572266,0.9731077551841736,0.01565806195139885,0.02555321529507637
1500,3,output_fludyn/samples/1758814814971__000001500_3.jpg,kontext_run_small_new/test_results/test_003.png,1280,1024,0.0007533117313869298,31.23025131225586,0.9825984835624695,0.011216632090508938,0.009493090212345123
1500,4,output_fludyn/samples/1758814849849__000001500_4.jpg,kontext_run_small_new/test_results/test_004.png,1280,1024,0.0007127724238671362,31.470489501953125,0.9844415187835693,0.010041638277471066,0.009179940447211266
1500,5,output_fludyn/samples/1758814884704__000001500_5.jpg,kontext_run_small_new/test_results/test_005.png,1280,1024,0.002152317436411977,26.670934677124023,0.940954864025116,0.008851604536175728,0.03175307437777519
1500,6,output_fludyn/samples/1758814919560__000001500_6.jpg,kontext_run_small_new/test_results/test_006.png,1280,1024,0.002179645001888275,26.61614227294922,0.9562435150146484,0.009841348975896835,0.0350240059196949
1500,7,output_fludyn/samples/1758814954434__000001500_7.jpg,kontext_run_small_new/test_results/test_007.png,1280,1024,0.002315621357411146,26.353322982788086,0.9843207001686096,0.012781726196408272,0.013189144432544708
1500,8,output_fludyn/samples/1758814989352__000001500_8.jpg,kontext_run_small_new/test_results/test_008.png,1280,1024,0.002605766523629427,25.84064483642578,0.9759039282798767,0.011239142157137394,0.017757588997483253
1500,9,output_fludyn/samples/1758815024254__000001500_9.jpg,kontext_run_small_new/test_results/test_009.png,1280,1024,0.0012143442872911692,29.156579971313477,0.9832088351249695,0.012297729961574078,0.01045601163059473
1500,10,output_fludyn/samples/1758815059180__000001500_10.jpg,kontext_run_small_new/test_results/test_010.png,1280,1024,0.006620129104703665,21.791336059570312,0.9695370197296143,0.020097823813557625,0.03620127961039543
1500,11,output_fludyn/samples/1758815094041__000001500_11.jpg,kontext_run_small_new/test_results/test_011.png,1280,1024,0.005139695480465889,22.890625,0.9284422397613525,0.015153654851019382,0.05093657597899437
1500,12,output_fludyn/samples/1758815128925__000001500_12.jpg,kontext_run_small_new/test_results/test_012.png,1280,1024,0.001369587960653007,28.63409996032715,0.9803602695465088,0.009918670170009136,0.012185565195977688
1500,13,output_fludyn/samples/1758815163811__000001500_13.jpg,kontext_run_small_new/test_results/test_013.png,1280,1024,0.0025839931331574917,25.877084732055664,0.9733953475952148,0.014731709845364094,0.022400565445423126
1500,14,output_fludyn/samples/1758815198674__000001500_14.jpg,kontext_run_small_new/test_results/test_014.png,1280,1024,0.0018137134611606598,27.4143123626709,0.9815994501113892,0.010006269440054893,0.013694931752979755
1500,15,output_fludyn/samples/1758815233597__000001500_15.jpg,kontext_run_small_new/test_results/test_015.png,1280,1024,0.0013759700814262033,28.613908767700195,0.9820920825004578,0.014545137993991375,0.013364942744374275
1500,16,output_fludyn/samples/1758815268476__000001500_16.jpg,kontext_run_small_new/test_results/test_016.png,1280,1024,0.002417482202872634,26.166366577148438,0.9781342148780823,0.019338427111506462,0.01781546324491501
1500,17,output_fludyn/samples/1758815303378__000001500_17.jpg,kontext_run_small_new/test_results/test_017.png,1280,1024,0.001489431713707745,28.269792556762695,0.9617805480957031,0.0065890708938241005,0.01829546131193638
1500,18,output_fludyn/samples/1758815338238__000001500_18.jpg,kontext_run_small_new/test_results/test_018.png,1280,1024,0.003022450255230069,25.196407318115234,0.9293966293334961,0.012081397697329521,0.04085906967520714
1500,19,output_fludyn/samples/1758815373108__000001500_19.jpg,kontext_run_small_new/test_results/test_019.png,1280,1024,0.002959504025056958,25.287809371948242,0.9763286709785461,0.013005280867218971,0.019292905926704407
