iteration,id,sample_path,gt_path,width,height,mse,psnr,ssim,mae,lpips
500,0,output_fludyn/samples/1758809071984__000000500_0.jpg,kontext_run_small_new/test_results/test_000.png,1280,1024,0.0020008361898362637,26.987882614135742,0.9548415541648865,0.008710443042218685,0.02166144922375679
500,1,output_fludyn/samples/1758809106844__000000500_1.jpg,kontext_run_small_new/test_results/test_001.png,1280,1024,0.0021732200402766466,26.628963470458984,0.9807172417640686,0.013623696751892567,0.01430989895015955
500,2,output_fludyn/samples/1758809141712__000000500_2.jpg,kontext_run_small_new/test_results/test_002.png,1280,1024,0.004648772533982992,23.326616287231445,0.9728971719741821,0.015783028677105904,0.02704153209924698
500,3,output_fludyn/samples/1758809176584__000000500_3.jpg,kontext_run_small_new/test_results/test_003.png,1280,1024,0.001048874226398766,29.79276466369629,0.9825094938278198,0.01284700445830822,0.010543933138251305
500,4,output_fludyn/samples/1758809211474__000000500_4.jpg,kontext_run_small_new/test_results/test_004.png,1280,1024,0.001020163530483842,29.913299560546875,0.9809955358505249,0.009118808433413506,0.01531454361975193
500,5,output_fludyn/samples/1758809246360__000000500_5.jpg,kontext_run_small_new/test_results/test_005.png,1280,1024,0.0021942644380033016,26.587108612060547,0.9449760913848877,0.00957291666418314,0.03268057852983475
500,6,output_fludyn/samples/1758809281207__000000500_6.jpg,kontext_run_small_new/test_results/test_006.png,1280,1024,0.0024528761859983206,26.103240966796875,0.9540468454360962,0.012687375769019127,0.035131361335515976
500,7,output_fludyn/samples/1758809316070__000000500_7.jpg,kontext_run_small_new/test_results/test_007.png,1280,1024,0.0034683302510529757,24.59879493713379,0.9820157289505005,0.015580602921545506,0.018509391695261
500,8,output_fludyn/samples/1758809350944__000000500_8.jpg,kontext_run_small_new/test_results/test_008.png,1280,1024,0.009671966545283794,20.144851684570312,0.9693386554718018,0.0878320038318634,0.025330889970064163
500,9,output_fludyn/samples/1758809385822__000000500_9.jpg,kontext_run_small_new/test_results/test_009.png,1280,1024,0.0006569062825292349,31.82496452331543,0.9849819540977478,0.012214118614792824,0.00918046198785305
500,10,output_fludyn/samples/1758809420703__000000500_10.jpg,kontext_run_small_new/test_results/test_010.png,1280,1024,0.0065050614066421986,21.86748504638672,0.9703407287597656,0.020432937890291214,0.03556777536869049
500,11,output_fludyn/samples/1758809455609__000000500_11.jpg,kontext_run_small_new/test_results/test_011.png,1280,1024,0.004791886545717716,23.194934844970703,0.943182110786438,0.015171010047197342,0.05278673768043518
500,12,output_fludyn/samples/1758809490487__000000500_12.jpg,kontext_run_small_new/test_results/test_012.png,1280,1024,0.002272911136969924,26.434173583984375,0.9792234897613525,0.012026689015328884,0.016685308888554573
500,13,output_fludyn/samples/1758809525359__000000500_13.jpg,kontext_run_small_new/test_results/test_013.png,1280,1024,0.002061641775071621,26.857866287231445,0.9769517183303833,0.011378595605492592,0.018739499151706696
500,14,output_fludyn/samples/1758809560237__000000500_14.jpg,kontext_run_small_new/test_results/test_014.png,1280,1024,0.0016603188123553991,27.798084259033203,0.9831407070159912,0.01041619572788477,0.013134773820638657
500,15,output_fludyn/samples/1758809595136__000000500_15.jpg,kontext_run_small_new/test_results/test_015.png,1280,1024,0.0015153046697378159,28.19499969482422,0.9813345074653625,0.015804767608642578,0.01383187621831894
500,16,output_fludyn/samples/1758809630055__000000500_16.jpg,kontext_run_small_new/test_results/test_016.png,1280,1024,0.0026977448724210262,25.68998908996582,0.9774780869483948,0.01976662501692772,0.0196967963129282
500,17,output_fludyn/samples/1758809664909__000000500_17.jpg,kontext_run_small_new/test_results/test_017.png,1280,1024,0.0011741903144866228,29.302614212036133,0.966238796710968,0.007050671149045229,0.014474790543317795
500,18,output_fludyn/samples/1758809699760__000000500_18.jpg,kontext_run_small_new/test_results/test_018.png,1280,1024,0.003012722125276923,25.210407257080078,0.9312951564788818,0.012321813963353634,0.041711438447237015
500,19,output_fludyn/samples/1758809734632__000000500_19.jpg,kontext_run_small_new/test_results/test_019.png,1280,1024,0.004800095222890377,23.1875,0.9738085269927979,0.013835979625582695,0.031558841466903687
